129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,34
129,129,129,131,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
129,129,129,129,129,129,131,129,129,129,129,129,130,129,129,129,129,129,129,129,129,129,129,129,129,163,129,129,129,129
129,129,129,129,129,129,129,129,130,129,129,129,129,129,163,129,129,130,129,129,129,129,161,129,129,129,129,130,129,129
129,129,131,129,129,130,129,129,129,129,129,129,130,129,129,129,129,129,129,131,129,129,129,129,129,129,129,129,129,129
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,130,129,129,129,129,129,129
129,129,129,129,129,129,129,129,129,129,129,129,130,129,129,161,129,129,129,129,129,129,129,129,129,129,129,129,129,161
129,129,161,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,131,129,129,129,129,129,131,129,129
129,129,129,129,129,129,131,129,129,129,129,129,129,129,130,129,131,129,129,129,129,129,129,129,129,129,129,129,129,129
129,129,130,129,129,129,129,129,130,129,129,129,129,129,129,129,129,129,129,129,130,129,129,129,129,131,129,129,129,129
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,131,129,129,129,129,129,129,129,129,129,129,129
129,129,129,129,129,129,130,129,129,163,129,129,129,130,129,129,129,129,129,129,129,163,129,129,129,129,129,129,129,129
129,129,131,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,161,129,129,129
129,129,129,129,129,129,129,129,129,131,129,129,129,129,129,129,129,129,129,129,129,129,129,130,129,129,129,129,129,130
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,130,129,129,131,129,129,129,129,131,129,129,129,129
129,129,129,129,129,129,129,129,129,129,129,129,129,130,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129
129,129,129,129,130,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,163,129,129,129,129,163,129,129
129,129,129,129,129,129,129,129,129,131,129,129,129,129,129,131,129,129,129,131,129,129,129,129,129,130,129,129,129,129
129,129,129,129,129,129,161,129,129,129,129,129,129,129,129,129,129,129,129,131,129,129,129,129,129,129,129,129,129,131
